9.7586,8.0335,0.74809
9.7445,8.0342,0.75104
9.7671,8.03,0.72339
9.7414,8.0245,0.74693
9.7537,8.0216,0.71393
9.7744,8.0142,0.71751
9.7426,8.0217,0.74101
9.7587,8.0056,0.72357
9.7554,8.0125,0.74476
9.7451,8.0302,0.74508
9.7611,8.0263,0.73674
9.7518,8.0247,0.72753
9.7785,8.0189,0.72056
9.7641,8.0183,0.74252
9.757,8.0267,0.73988
9.7406,8.0142,0.73498
